sample_id,normoxic_CC/can_grow/probability,normoxic_CC/can_grow/diameter_rate,normoxic_CC/can_divide/probability,normoxic_CC/can_divide/diameter_cutoff,normoxic_CC/can_divide/O2/threshold,normoxic_CC/diameter/max,cell_line,exposure_seconds
30,0.40542068614963334,0.33952144751155067,0.14780680716119451,13.108352842346704,0.9001343871352131,20.653142007668144,EGI1,0
31,0.365531033319358,0.8979567329445305,0.6978414922176334,11.98129535849964,0.06624569797618272,24.48986048247031,EGI1,0
32,0.6816022148534802,6.164733128638423,0.8181854459393916,13.356766521679717,0.433178674076235,27.44390124293414,EGI1,0
33,0.15013544441786186,0.25054331094304727,0.6283838265628173,12.545106089776642,0.42060625400382373,24.123767543851244,EGI1,0
34,0.42103381070436574,0.15296390958147596,0.7794519825279382,21.234688211823347,0.7603179421802568,22.203102597279948,EGI1,0
35,0.9849272112244647,0.446552961783275,0.887816711645722,17.84480022873874,0.7499090184926699,20.563239084640855,EGI1,0
36,0.2060614404043704,2.9332954951795926,0.11072524771123887,16.519147718649144,0.8361724297925245,28.55841351001126,EGI1,0
37,0.27695279163413017,1.7026633101460416,0.7918407684884098,12.930582849832923,0.17054493603808704,21.141512559321484,EGI1,0
38,0.5799253366867881,0.1587795191025056,0.8662099131282531,17.404746084187828,0.12075253988746379,28.931802366890032,EGI1,0
39,0.8673509573612966,14.40399744330664,0.3711017733096357,11.23739099450186,0.895164211059452,22.1714488748267,EGI1,0
40,0.13646855797131613,6.079593347070018,0.8156843580371632,18.504581432963658,0.3217154746813444,26.257741526055078,EGI1,0
41,0.2637536165630903,15.55140420473392,0.9355706064224809,20.9129770717203,0.19977860754931964,21.403188619802506,EGI1,0
42,0.2278082281716848,1.6079591099585717,0.6695891413894602,14.183053245964302,0.7817219561111256,25.02456291849778,EGI1,0
43,0.3546956115941203,24.58595370838643,0.27469329902072404,17.321540025401482,0.6408083274551041,20.78912552010589,EGI1,0
44,0.7385109419774314,0.26194180957755087,0.04627674386947447,15.969441286198228,0.49247425393139027,29.50097997641841,EGI1,0
45,0.6576270167603908,0.27103883607748797,0.23892891535252975,11.373992092281362,0.8616001806937491,25.287281525951045,EGI1,0
46,0.15396294830530005,0.35401848485036097,0.2818484536213679,16.394386168848097,0.7339048357177,23.53045172592398,EGI1,0
47,0.45214704038483217,0.21516939455990217,0.2495615584114761,19.561150839465384,0.8471796350060151,28.07780181739569,EGI1,0
48,0.5015254882444489,1.099321572828111,0.2243476664642749,20.855154419494124,0.4522642682765904,25.11241244400892,EGI1,0
49,0.5458208147204978,13.903453381773888,0.4239408804121024,16.549596272422278,0.6630738983564706,29.49937717787239,EGI1,0
50,0.661123773970799,22.45549948355762,0.5164264165135775,21.621185983011934,0.5196231646959001,29.28518012993437,EGI1,0
51,0.17590560007433095,0.10870980645347272,0.02924881102015235,10.426682767817265,0.10415987499450712,23.5816268385221,EGI1,0
52,0.46575005402963665,0.29141882077763737,0.6070472893848776,16.14260644872994,0.16579395036899544,24.838889230270787,EGI1,0
53,0.719674125804372,1.1896597578915213,0.3283711778797825,18.754277639591393,0.7890592095275385,27.030149879254445,EGI1,0
54,0.8784305842139782,0.16682235283008637,0.1042519059565491,14.503635792465136,0.580210759919071,21.99090282045143,EGI1,0
55,0.45968580935242015,0.1184311212814339,0.6589010173901013,19.846794524184418,0.3088959805796694,22.752176106844743,EGI1,0
56,0.2909657828900186,0.18452597987819977,0.3942127101011789,15.105835151257228,0.504244358077343,29.214693146529424,EGI1,0
57,0.9247805486501647,0.47605945168540487,0.2564571311546869,13.297501316531307,0.24854246944447886,20.078353561637662,EGI1,0
58,0.18620561979434813,0.28309964688020767,0.4824718426392396,11.128001298493562,0.14650459984961586,27.772601160146664,EGI1,0
59,0.5074306000407455,2.6691928220801246,0.32199544447936645,14.442733137083344,0.07492568134769505,26.088271550609086,EGI1,0
60,0.09377674824813835,0.7425121840685577,0.4728031499877626,20.556980654098126,0.142744604229455,28.769266442442966,EGI1,0
61,0.24500507828255977,16.930147454704073,0.7289235760799314,17.4873251824446,0.6344179817919803,25.83098111568168,EGI1,0
62,0.056792297151619445,0.15054733316744975,0.08612431743698473,21.00867898096597,0.6264537895120231,21.08693839722909,EGI1,0
63,0.48300380500951734,1.047097417694574,0.9878883842005287,14.423820681941358,0.19202135203522444,24.0722913049935,EGI1,0
64,0.2935514254572843,5.146590089612398,0.6099915551088156,19.223747266332104,0.382748747518863,23.873893928451174,EGI1,0
65,0.5191710603167843,0.6170564278588728,0.5896076242500508,17.637082624877586,0.18477456449697463,22.851071850390674,EGI1,0
66,0.16593826925995064,0.1987916288509629,0.9519245783666453,13.673956989553368,0.7651844899124823,25.582287067718458,EGI1,0
67,0.1066764007728048,0.1342257945068056,0.8689426081257725,19.75256751004776,0.3441379314386676,22.331065474568614,EGI1,0
68,0.030788218146115154,0.20816183338757147,0.4882858567892746,15.070708774808335,0.9695114925425571,26.473511157450133,EGI1,0
69,0.17101117592857662,0.804531187492941,0.5627667195386217,14.81488409117169,0.6473256446879683,27.503631705702688,EGI1,0
70,0.5371837955900134,7.5423778640245205,0.6032690434699459,18.65356522179247,0.8785631028143748,23.067213823674535,EGI1,0
71,0.7684558125159492,6.707305615678141,0.6733096442169105,18.293559070100557,0.37944489294495626,27.341022775921868,EGI1,0
72,0.8089672604908861,0.12369534667336034,0.8794277589577407,15.711089843728052,0.7173494096906694,28.68054633745632,EGI1,0
73,0.8370347606443356,0.3081476518460226,0.05415403012889576,14.227222433395657,0.3311462001311349,20.82833602886646,EGI1,0
74,0.6396450738372058,2.0994606012714567,0.023269380064690866,16.729184460874748,0.34574639507391147,22.91714485967834,EGI1,0
75,0.5935618705897002,1.3891549436412607,0.23489920861041005,21.494971411152548,0.13558157517195787,20.70687723907551,EGI1,0
76,0.31124695915821793,0.129347528692412,0.312220988650471,17.935478123651965,0.5201513349520132,25.53726608775773,EGI1,0
77,0.7317565618307522,11.448901003791654,0.10279187606374901,15.025878188515367,0.8427324696759284,26.326556889545838,EGI1,0
78,0.04316953193095081,0.33353451009305013,0.0033097134567545974,14.974342650567703,0.011223687760009872,27.733183600593154,EGI1,0
79,0.7144027623571032,3.7768978148367567,0.8528171263929626,11.152417217284762,0.27538872895026556,21.848138591149073,EGI1,0
80,0.0201780814548275,0.4933238368907954,0.8329914589610735,10.145616188016426,0.8182104591112769,25.688914358974404,EGI1,0
81,0.2610102209346388,14.01875059439802,0.20958303200241493,10.293871269854423,0.4682239591958254,28.730861780030178,EGI1,0
82,0.19391979783041846,12.999725093121524,0.11859776732318641,19.08432292172801,0.3731518538420604,27.209859838630948,EGI1,0
83,0.05294081633145852,0.792674274699113,0.3524788365123538,21.76727358637315,0.17725004994003293,24.212938775993525,EGI1,0
84,0.1473805967217646,16.137950151956254,0.4332489299981541,18.824304931312764,0.5998677601691319,27.267548047405796,EGI1,0
85,0.22462624241456772,1.576771833156717,0.03838054590222253,21.107097972765004,0.8322822679186305,28.996178067694032,EGI1,0
86,0.277462958718924,0.3162597121989729,0.934261337930219,19.355752804511873,0.7134021644114865,26.62313287920376,EGI1,0
87,0.9436079466317119,0.5298521346328006,0.7596821345712043,13.83049737449461,0.20900411929219298,29.31630567537622,EGI1,0
88,0.7841706340042007,2.3571217145358134,0.7737117697104406,10.67513664958038,0.6548773451141858,25.378910047351404,EGI1,0
89,0.07455554706365011,0.40390345919899995,0.6651101293581846,14.890382844094601,0.6983479848176143,24.256705000558245,EGI1,0
90,0.21977634064298357,12.47282438462607,0.7982547691959023,20.790530171965514,0.5527706999167723,29.101405658347538,EGI1,0
91,0.697585567344796,1.6438242478314977,0.8749001256391641,14.286276475520083,0.2137272610558923,28.37021898525621,EGI1,0
92,0.9761899802671347,1.2358082315059133,0.5700191473977227,10.634257205158802,0.4403254441921213,24.642849679246332,EGI1,0
93,0.1230647488997836,0.1830124360975427,0.5292047939107826,20.31214079271784,0.7051263700941095,22.3763690543162,EGI1,0
94,0.5864380996253894,0.16918504541287713,0.07474765570025184,10.045800570815656,0.5130260705986998,21.230787231448467,EGI1,0
95,0.4881702188165998,0.7055816684216527,0.13727017730010008,20.234146840772915,0.44871179200542477,20.355468010440845,EGI1,0
96,0.6745555199151677,0.8577857393402972,0.12952814793392206,13.046988428994343,0.9940850723582413,22.708981625443634,EGI1,0
97,0.62542036948689,8.459893091518977,0.8583162068569795,10.378886070051587,0.08419289438821188,29.09472842875855,EGI1,0
98,0.8022120100061835,7.27440772915462,0.4459060891232442,21.98321245741536,0.612084592885199,25.194660649808085,EGI1,0
99,0.7528403005757235,1.7660631587971078,0.7936091346803521,11.837220849376168,0.051134437643787854,23.375328415199718,EGI1,0
100,0.37871956662009476,0.3924838306567574,0.15286221347740325,15.21217012960911,0.884859509495474,28.049948301019384,EGI1,0
101,0.0655967025380415,1.0280668639856112,0.941701334573505,17.8853325071901,0.9207560239838876,23.43036037106369,EGI1,0
102,0.3701030890661806,0.12599940353238384,0.7639808081080164,21.732966848596096,0.6798805003748944,20.460716630387186,EGI1,0
103,0.34822340928831,5.793228779199504,0.6811782207889208,20.38846471919654,0.602688806326669,25.45481956023898,EGI1,0
104,0.11318945022706946,0.21956420108241587,0.40494762325160477,15.603690306977224,0.8714646074833832,29.193121303668644,EGI1,0
105,0.30106459097030636,15.188539684681643,0.8987186102569427,18.185253172836838,0.5291926054579155,24.907279895318464,EGI1,0
106,0.9366184432138475,4.345703038498135,0.967489347580198,10.784583322307233,0.29277815256998707,26.57425637605507,EGI1,0
107,0.7975271744912503,23.92680261703266,0.5304359602207778,20.648707207908146,0.8691717634949521,23.901660038112205,EGI1,0
108,0.3876969853179655,0.6211242730082805,0.6466166687954796,18.972361668646588,0.251944244967989,29.037541700041093,EGI1,0
109,0.43341703205785576,22.196971799534314,0.006620105886361157,18.778542075685394,0.7039368857402281,20.868864355084746,EGI1,0
110,0.7813531879270035,0.5038744961089932,0.1689724812893394,16.97828631259845,0.7373894419958869,29.799386941587024,EGI1,0
111,0.06424703057660193,10.599315948598399,0.7086871958511106,21.554956711920337,0.7548728956805069,26.11611266690395,EGI1,0
112,0.038538457542266626,0.2962264786835621,0.911931896478108,13.55501654504782,0.9280578605546016,28.16468076708572,EGI1,0
113,0.6995744509770963,4.824968491502948,0.20291091370020878,18.572709799286528,0.8035840626563919,26.01324660288643,EGI1,0
114,0.7621898059500385,5.503025845590026,0.5123260210077434,19.915295462945792,0.9994220447558924,23.250613308580558,EGI1,0
115,0.8558554147423552,2.567785978133742,0.9230028573075392,11.420413876617122,0.2816561060378834,22.0650732367281,EGI1,0
116,0.08670803769886229,0.1785512907456835,0.7686407137207129,14.657080042405887,0.6931911593932996,20.549407092722074,EGI1,0
117,0.13063584176685145,20.721515439864948,0.883294882703898,14.378364091736952,0.3905717516874582,22.833364601792603,EGI1,0
118,0.6701055358741311,0.22351448254266193,0.6389855046912059,12.080169353429683,0.15303559733895072,28.877444259237528,EGI1,0
119,0.7919228245831615,7.871493555647231,0.1844437407143858,16.607958418981333,0.6824892260082186,29.420483448594425,EGI1,0
120,0.4177389829957768,2.2220327607689354,0.15910110837481736,15.327697877418194,0.9082716639407391,25.721240202098905,EGI1,0
121,0.8595371053322736,12.85489321355134,0.9268245262926177,17.25428530958472,0.893664783094129,26.365597185556457,EGI1,0
122,0.17879674912956592,1.7334356693743325,0.7138809246041969,10.198542986113301,0.20474648763464257,21.021292948182555,EGI1,0
123,0.8222598198607224,1.2150210759688682,0.7847093777851989,13.196463998942278,0.9579342249497835,27.575160890951658,EGI1,0
124,0.23624917734016165,3.236212638181747,0.4768362424096598,21.646514266268362,0.5335679951546684,26.767408872050723,EGI1,0
125,0.37556579124613093,3.558340583643374,0.12336989360274538,17.077642780867272,0.5703389041776341,26.90273193338348,EGI1,0
126,0.3294762845248311,9.361833335090779,0.33835489132191987,18.251869682166845,0.35751591690984724,26.67748238932187,EGI1,0
127,0.5982077089525403,3.3268472720316633,0.7042050934247266,11.71395009320612,0.9721338362065396,26.731603777956966,EGI1,0
128,0.8712226421904518,6.882964144217501,0.8097607312281193,20.35654230430753,0.4879491970730438,29.849349904420837,EGI1,0
129,0.863165020138263,1.8246255769567603,0.9049535407129526,15.474734319964746,0.12710436902099392,25.312590794435216,EGI1,0
130,0.6832392662309601,0.5201517649082102,0.09390565522659317,13.972955724442894,0.9421012680491414,29.616133279482135,EGI1,0
131,0.8929295690032811,3.8689429229385066,0.24668775178891245,13.9200566939064,0.5416048368401989,27.900610296544006,EGI1,0
132,0.3331922141344022,2.4307974673407946,0.3446530173178784,14.034385679770171,0.75533445817084,24.432604776600236,EGI1,0
133,0.31858718567150207,1.1656843238909664,0.6203058021390188,11.587971387342597,0.6661068913677103,26.895694568498705,EGI1,0
134,0.5551575847871301,11.785570486794313,0.18122468571369918,11.751867026100722,0.01914360541713752,21.791957420656523,EGI1,0
135,0.39474897306219603,10.1795633483713,0.9842945594848276,10.497695672018294,0.7437981013794739,23.757954652429827,EGI1,0
136,0.44052725694395223,6.488606303135572,0.9563997809975298,13.65280039761317,0.568940416835242,25.436053772034178,EGI1,0
137,0.8118221633001871,6.435474454078057,0.9497324294548345,14.688078074528992,0.7938012468855016,20.287263924325437,EGI1,0
138,0.09723685548713315,4.98488897175432,0.5081186444051596,15.66509776963656,0.7974037791954214,29.71546904689731,EGI1,0
139,0.7094843830340011,4.525004968113009,0.5548748862934637,13.417840881158556,0.9368383546799106,28.83356467067377,EGI1,0
140,0.40858586369709626,3.1502615097818256,0.38003820855281784,17.556154542683778,0.4839367788225608,22.989712320082397,EGI1,0
141,0.25454632853800346,7.709485775146647,0.4171477605756624,21.40192818691,0.2737454987431232,20.226452542231563,EGI1,0
142,0.4156486916848645,0.10290071341265192,0.019616251779480683,12.835770618702062,0.6859737608101218,22.428873073993522,EGI1,0
143,0.6444829563727212,1.301301216335943,0.06747267352403578,11.48217248754839,0.3855961161401932,25.091144191620337,EGI1,0
144,0.5276895828939717,3.034532652544506,0.461456622437783,10.88993286981297,0.04985139031364147,21.15056708514889,EGI1,0
145,0.9886397458478051,3.373942707759799,0.633249290572928,17.59873199157029,0.2328002686430665,27.868436278742884,EGI1,0
146,0.5599967230993852,3.6656692162901114,0.6901075279152628,20.581887520716826,0.057619080156918405,22.034981353191753,EGI1,0
147,0.5775700218392038,0.584508271598923,0.49007706068457346,18.00434324830642,0.22233077288540315,22.643467543167098,EGI1,0
148,0.21199231681671843,11.0115179070024,0.737407706017565,19.150131560942874,0.5863106080364936,20.938125383288227,EGI1,0
149,0.19028940848076145,0.3595784792199267,0.3097260941132578,17.102274552394547,0.5479307915003908,23.31128111621249,EGI1,0
150,0.7231693184333112,3.4394656350867474,0.565748773873302,19.67513555293795,0.4049846650157041,27.12151878781158,EGI1,0
151,0.5401781138554604,4.182256153870492,0.43801465655008104,16.25814434462682,0.008743287127373885,23.47756759678249,EGI1,0
152,0.7943513236993145,17.48364154693734,0.46869135207563495,19.52288748384709,0.31258060630380824,22.690928385424495,EGI1,0
153,0.6223637076657852,0.23760712227546418,0.06220081447607347,18.355110407417058,0.3518804657589413,23.189973678482318,EGI1,0
154,0.0030900424736885557,23.517491043182652,0.836555591100541,12.282365322069362,0.3616775088394554,28.534583675739974,EGI1,0
155,0.4905665663049084,0.8724598316430726,0.29018871490425574,20.72523312328967,0.5923079089509086,23.684045192883303,EGI1,0
156,0.026400391134539652,1.3586579907551157,0.07386775762710387,20.00254498305302,0.1139005703624634,28.43158437992455,EGI1,0
157,0.8478644537522977,1.4826713131380356,0.38530338453209484,12.258383348816823,0.9486730165817308,27.360661842012906,EGI1,0
158,0.7491641983127634,0.4621133676903168,0.35648798675472043,12.517061374177924,0.8270420501197645,27.050880666931153,EGI1,0
159,0.7727751271204916,18.050984375713213,0.29658646716593623,19.020526559365795,0.11571978688473875,22.4557818456964,EGI1,0
160,0.7350764269809836,8.26121167002569,0.7394486904261286,11.63918048292601,0.029022826077086707,23.11387862022205,EGI1,0
161,0.2393187203497949,0.19203775571096066,0.39672581633541926,15.521492176639898,0.29551458623695376,23.216283684056453,EGI1,0
162,0.11743327140559533,0.442314037968224,0.7564237032444161,21.094004471944736,0.8114340263608776,29.868681722088496,EGI1,0
163,0.5993740249674713,0.13773061908202222,0.8442093853700513,12.170995765698176,0.9895181485051586,27.678676956266933,EGI1,0
164,0.7434824818173876,20.314369857376285,0.9205246341267059,21.19069849191707,0.4299944736819848,21.547717273095817,EGI1,0
165,0.9060783352265853,0.23457441909876883,0.13963600784896255,13.136574999357777,0.97982767000965,22.276017699528367,EGI1,0
166,0.44730341376694677,0.8154871691831699,0.7453712939801967,16.093170807702812,0.624366890426088,21.39126357831914,EGI1,0
167,0.04846111156200405,0.43125004825691526,0.7002276401825444,17.77155176482339,0.217910461820264,21.46546646693746,EGI1,0
168,0.19862026961122123,0.3780948730587292,0.5942240689440391,20.49257644947424,0.09819307404822743,25.888821347339395,EGI1,0
169,0.8831833123672965,1.499564109367358,0.5209957077405926,10.57208670545182,0.8588986111922532,24.500497499658962,EGI1,0
170,0.25087082794259674,2.844133460867311,0.21527894858667454,12.682975255044974,0.776518626031961,27.462747419699575,EGI1,0
171,0.8273627881679456,0.5964540244802313,0.032692071700352564,12.135818999336454,0.08972869886006618,24.995897212379557,EGI1,0
172,0.7623881404641326,4.11423188513533,0.9776940738270556,11.018018860582641,0.4390732135611468,26.42060485352363,EGI1,0
173,0.32184277572342557,2.194911556569995,0.5484428844602184,11.884572041129314,0.8877942567221702,25.945696548588355,EGI1,0
174,0.4631887578675422,0.1059862409837116,0.18825545477655134,12.354941674537386,0.4967897475143069,23.970047288768136,EGI1,0
175,0.9320296625953481,9.55609319010897,0.4963916748913934,18.934198059518817,0.02212994726396733,28.23107306090685,EGI1,0
176,0.4438785658074829,1.305175957170584,0.8227408037550588,10.09758401494505,0.9332818376085592,29.55225275709114,EGI1,0
177,0.6148322541615109,9.230421441612494,0.08404919325954714,11.053098500586225,0.03065829980294218,25.784937610510298,EGI1,0
178,0.6113761231372795,0.245260105261856,0.8950446697465835,11.534259499526357,0.2690366142887379,20.959236568699573,EGI1,0
179,0.4301201088949803,8.59140442374145,0.22028578359561005,12.766905824968688,0.4064820870262803,27.972557026202068,EGI1,0
180,0.8889898099834352,0.10046142246652738,0.9703768259667764,11.301243194597507,0.6361520792407228,21.56370081298382,EGI1,0
181,0.5129845273198329,20.03053693530276,0.5513214050930154,15.439660213331202,0.32882527106259685,21.629557964333024,EGI1,0
182,0.3611286382744021,10.799414793985408,0.4147249070840418,21.31733662838343,0.7720476736188441,24.85295806012218,EGI1,0
183,0.4719534730406409,0.3722679297047231,0.3184785056541475,15.790128211250284,0.6717763476305812,21.28955542669441,EGI1,0
184,0.7051218670266453,0.203208796693711,0.2706912868177281,19.42089514868203,0.7202898033714547,27.193478255708303,EGI1,0
185,0.6912404433960613,19.00601036341916,0.12463477797020693,18.114835127013137,0.41272967595157395,20.422453627009833,EGI1,0
186,0.5715382379355324,0.16327054047333994,0.6503865399555905,21.869289712661313,0.07578110076486996,20.13605097567127,EGI1,0
187,0.8988707540997453,5.373638987343715,0.5828818773357834,16.037196423438196,0.6178341031111831,24.045415878664848,EGI1,0
188,0.3118738069789985,1.4407105049669466,0.40747620364323106,18.077166831871544,0.41949428613957246,20.31023966255259,EGI1,0
189,0.4778862752243247,4.405542627704591,0.30610755012944263,10.734117095486809,0.7274532811028169,28.123799670057323,EGI1,0
190,0.30321940401854164,1.9060066544915901,0.501879985102865,20.067873963557105,0.2862552957479225,24.390344504052738,EGI1,0
191,0.9571831171481395,13.606301832641456,0.6338775882925788,11.93078455147248,0.315377505468131,29.921715147785136,EGI1,0
192,0.07320261230891827,0.6802604948841638,0.1644427341558633,10.306428073594443,0.10760190174043634,26.99151489162459,EGI1,0
193,0.5213741322182339,0.11363324442561702,0.3009859859843886,16.33834342957025,0.5624902085529554,21.659949803322704,EGI1,0
194,0.8358933974701674,0.7535994835748332,0.15660006183250028,18.40006414151722,0.45656686886866665,27.615973805408757,EGI1,0
195,0.5330177764695099,2.074197906009138,0.4268880870421796,19.60005412924462,0.5369284271065274,27.833856548493554,EGI1,0
196,0.9541238322450569,2.000146975242482,0.1753485378223477,14.109002327290597,0.5566254888864742,23.831814230212572,EGI1,0
197,0.9039543177971179,2.790063898614167,0.041162146664034525,21.92125724574352,0.46075006602326174,24.669571033523987,EGI1,0
198,0.0840277388024399,9.840663784911015,0.8041825982407671,15.385168051664868,0.6558393759705513,22.50988076654489,EGI1,0
199,0.3856544258783582,0.9166049005961886,0.1950210518846808,20.198036061126068,0.037337394319681166,29.393497119317487,EGI1,0
